component_1,component_2,label,class_name,method
-2.252835,-0.38845068,0,T-shirt/top,PCA
-1.6757591,0.138859,6,Shirt,PCA
2.6663113,-0.24832286,5,Sandal,PCA
1.8347045,0.85970724,7,Sneaker,PCA
0.91538924,2.8700418,7,Sneaker,PCA
-1.4648815,-0.5580947,8,Bag,PCA
0.7277359,2.5089865,9,Ankle boot,PCA
-1.8240227,0.56215113,6,Shirt,PCA
-1.7244242,0.5079369,2,Pullover,PCA
0.52106416,-0.8499952,2,Pullover,PCA
0.38908458,-2.0286117,3,Dress,PCA
0.22359309,0.6838424,4,Coat,PCA
2.1085572,1.2874392,9,Ankle boot,PCA
2.1518714,-0.6046457,1,Trouser,PCA
2.1997657,1.0859662,7,Sneaker,PCA
-1.428518,-0.7960635,2,Pullover,PCA
-0.9369171,-0.9294446,0,T-shirt/top,PCA
-1.6747581,0.5627565,4,Coat,PCA
-1.0669808,-1.1906565,3,Dress,PCA
-0.8711346,0.13874505,9,Ankle boot,PCA
-1.9125732,0.028677814,0,T-shirt/top,PCA
0.65378094,1.9616033,9,Ankle boot,PCA
-1.3441874,-0.8826862,6,Shirt,PCA
-1.6327736,-0.90336555,4,Coat,PCA
1.7515447,1.5980353,9,Ankle boot,PCA
1.4520681,0.9895811,7,Sneaker,PCA
0.99615884,2.209278,9,Ankle boot,PCA
-0.2201757,0.94847804,0,T-shirt/top,PCA
-1.5703527,0.17040497,6,Shirt,PCA
-0.9573305,0.07387739,2,Pullover,PCA
-0.99569577,-0.97001165,0,T-shirt/top,PCA
2.270491,0.826828,7,Sneaker,PCA
0.105373874,1.3727988,7,Sneaker,PCA
-0.66745436,-0.2807707,0,T-shirt/top,PCA
2.5942554,1.0794413,5,Sandal,PCA
-0.8126311,0.8882573,4,Coat,PCA
-1.0118645,-0.83130974,6,Shirt,PCA
1.5988977,1.0638946,7,Sneaker,PCA
2.317625,-0.25883037,5,Sandal,PCA
2.3324552,-0.5921221,7,Sneaker,PCA
2.3490596,0.88102114,7,Sneaker,PCA
2.0124955,-0.31344476,3,Dress,PCA
-1.2228905,0.4400726,4,Coat,PCA
0.66020966,-1.2964401,3,Dress,PCA
0.6325859,-1.9993695,1,Trouser,PCA
-1.7328204,1.0521108,2,Pullover,PCA
3.0727594,-0.8447971,5,Sandal,PCA
-1.7363458,-0.36053172,8,Bag,PCA
-0.4731123,-0.5468217,2,Pullover,PCA
-0.39768267,-1.3119785,6,Shirt,PCA
1.898908,1.1690172,7,Sneaker,PCA
0.46580285,1.0012239,9,Ankle boot,PCA
2.2037492,0.95889294,7,Sneaker,PCA
-1.0392942,1.0707426,8,Bag,PCA
-2.1264837,0.3627203,8,Bag,PCA
-1.0759964,-0.71967953,6,Shirt,PCA
-1.0643494,-0.5176198,4,Coat,PCA
-0.4801287,-2.2829313,1,Trouser,PCA
-0.73552257,-0.07753177,6,Shirt,PCA
-0.17462356,-1.3458606,6,Shirt,PCA
1.0920192,-1.1421194,1,Trouser,PCA
-1.3030512,0.34092632,6,Shirt,PCA
2.254097,0.52533776,7,Sneaker,PCA
-1.7920961,-0.31316328,3,Dress,PCA
-2.5526323,1.1085049,2,Pullover,PCA
-2.2696888,2.6277938,9,Ankle boot,PCA
0.5529939,-1.8436034,1,Trouser,PCA
-0.30197668,0.3693806,5,Sandal,PCA
-1.059391,0.7368326,8,Bag,PCA
-0.76213264,-2.1245623,1,Trouser,PCA
-0.9722901,-1.322247,6,Shirt,PCA
-1.3244191,-1.1627766,4,Coat,PCA
1.4543303,1.7511581,5,Sandal,PCA
0.3908581,-2.4833121,3,Dress,PCA
-0.7481585,-0.49605334,2,Pullover,PCA
-0.5571204,-0.21599516,4,Coat,PCA
-0.59241986,-0.22791389,8,Bag,PCA
-0.57727796,-0.8960455,0,T-shirt/top,PCA
0.7785976,-1.4606638,1,Trouser,PCA
1.6119189,-1.2184044,3,Dress,PCA
-0.15524118,2.3062515,8,Bag,PCA
-1.6535302,0.66372675,0,T-shirt/top,PCA
-0.030990332,-0.96669316,3,Dress,PCA
-0.39958876,-0.24689907,0,T-shirt/top,PCA
1.0637041,-1.124009,1,Trouser,PCA
0.50085413,-1.2445443,0,T-shirt/top,PCA
-0.31229526,-0.064518675,2,Pullover,PCA
-0.76357526,-0.09104964,6,Shirt,PCA
3.0120885,0.53789765,8,Bag,PCA
0.17766964,1.980151,8,Bag,PCA
2.7543004,-1.7175033,5,Sandal,PCA
0.67467076,0.12793146,4,Coat,PCA
2.1274142,0.3493746,7,Sneaker,PCA
0.8700142,1.502907,9,Ankle boot,PCA
1.3208257,1.5699946,8,Bag,PCA
-0.8881256,0.7145056,4,Coat,PCA
0.36439323,2.6102257,9,Ankle boot,PCA
-1.8845457,-0.593763,6,Shirt,PCA
0.08460206,-0.82673687,3,Dress,PCA
1.9504188,1.0260847,7,Sneaker,PCA
1.5028017,0.8804052,8,Bag,PCA
1.2609081,1.0547715,8,Bag,PCA
-1.9547011,-0.77369696,8,Bag,PCA
0.7759507,2.5025597,5,Sandal,PCA
1.4537983,-0.6526397,1,Trouser,PCA
0.5952936,-1.1095521,1,Trouser,PCA
-0.22862457,-1.2070554,0,T-shirt/top,PCA
0.4542706,-0.74838006,3,Dress,PCA
1.6871871,1.3768654,7,Sneaker,PCA
-1.6813939,0.79310805,6,Shirt,PCA
0.025240213,-0.63569206,3,Dress,PCA
-1.2023617,1.3218712,9,Ankle boot,PCA
-1.0029706,-0.90724725,8,Bag,PCA
-0.71364737,-0.22061045,4,Coat,PCA
-1.5312798,-0.23763758,6,Shirt,PCA
-0.007038057,0.96569026,5,Sandal,PCA
-0.43182623,-0.7754272,2,Pullover,PCA
-1.5300363,0.12032613,8,Bag,PCA
2.947197,-1.8904732,7,Sneaker,PCA
0.08664944,-0.9463054,3,Dress,PCA
-0.06921026,-0.28277445,2,Pullover,PCA
2.511074,-0.50994694,7,Sneaker,PCA
-2.1948168,-0.28178674,0,T-shirt/top,PCA
0.46054238,0.10742125,2,Pullover,PCA
1.5480858,1.6485776,7,Sneaker,PCA
-0.39704454,2.6158447,4,Coat,PCA
-0.16741581,-0.67777294,0,T-shirt/top,PCA
0.2686088,1.3132347,5,Sandal,PCA
-1.9722143,0.5330546,8,Bag,PCA
1.0065522,-0.9260261,1,Trouser,PCA
2.1742413,1.0107744,5,Sandal,PCA
-1.0615473,-1.3113889,0,T-shirt/top,PCA
-0.697042,-2.3479686,3,Dress,PCA
2.5996623,1.2151088,9,Ankle boot,PCA
-1.5723437,1.1299127,8,Bag,PCA
-1.0635006,-0.679465,0,T-shirt/top,PCA
2.0908208,-0.27192158,7,Sneaker,PCA
-0.8207815,1.1144929,6,Shirt,PCA
-0.66640466,0.18292318,3,Dress,PCA
1.1257302,-1.3984677,1,Trouser,PCA
-0.64619356,-0.8336553,2,Pullover,PCA
-1.4917023,-1.7645022,4,Coat,PCA
-1.6207218,-0.7518938,0,T-shirt/top,PCA
