component_1,component_2,label,class_name,method
8.907418,4.4266157,0,T-shirt/top,UMAP
9.434956,9.908923,6,Shirt,UMAP
3.6383898,8.22272,5,Sandal,UMAP
2.234112,8.317536,7,Sneaker,UMAP
1.6839093,9.711096,7,Sneaker,UMAP
5.993123,4.6245337,8,Bag,UMAP
1.4463494,10.422032,9,Ankle boot,UMAP
8.447794,7.6452103,6,Shirt,UMAP
9.262168,10.5249,2,Pullover,UMAP
8.836594,11.473602,2,Pullover,UMAP
10.850323,9.11887,3,Dress,UMAP
9.328346,11.571579,4,Coat,UMAP
2.022161,9.500484,9,Ankle boot,UMAP
10.329048,1.2729833,1,Trouser,UMAP
2.4759183,7.6884727,7,Sneaker,UMAP
9.602493,10.596186,2,Pullover,UMAP
9.877892,5.624497,0,T-shirt/top,UMAP
9.750247,8.618803,4,Coat,UMAP
8.38072,4.215745,3,Dress,UMAP
2.5930188,11.958848,9,Ankle boot,UMAP
8.693725,4.5474353,0,T-shirt/top,UMAP
1.8767828,10.213343,9,Ankle boot,UMAP
8.665749,4.4536815,6,Shirt,UMAP
10.269342,8.894283,4,Coat,UMAP
1.8860749,10.126413,9,Ankle boot,UMAP
0.7459229,8.699984,7,Sneaker,UMAP
1.7623492,10.192759,9,Ankle boot,UMAP
8.096494,6.5060053,0,T-shirt/top,UMAP
9.138944,7.125971,6,Shirt,UMAP
10.294132,10.961976,2,Pullover,UMAP
9.727047,4.720613,0,T-shirt/top,UMAP
0.8969171,8.039923,7,Sneaker,UMAP
1.201817,10.027968,7,Sneaker,UMAP
9.385344,5.3567333,0,T-shirt/top,UMAP
3.1180737,9.389587,5,Sandal,UMAP
9.076167,9.194612,4,Coat,UMAP
9.7354145,9.578492,6,Shirt,UMAP
1.8306932,7.446931,7,Sneaker,UMAP
3.5617006,8.270281,5,Sandal,UMAP
1.357675,7.263445,7,Sneaker,UMAP
1.4087498,8.14919,7,Sneaker,UMAP
8.147356,3.4113266,3,Dress,UMAP
9.071025,8.551452,4,Coat,UMAP
7.6095076,3.1703062,3,Dress,UMAP
11.828619,2.0101123,1,Trouser,UMAP
8.244804,8.586,2,Pullover,UMAP
3.6346104,8.1473255,5,Sandal,UMAP
5.201003,4.6167483,8,Bag,UMAP
9.8568,10.356974,2,Pullover,UMAP
10.341927,5.736987,6,Shirt,UMAP
2.3950336,7.700356,7,Sneaker,UMAP
3.2478745,11.325104,9,Ankle boot,UMAP
2.2713358,7.904464,7,Sneaker,UMAP
7.2726207,7.1755533,8,Bag,UMAP
5.4408927,4.9893045,8,Bag,UMAP
10.049668,4.7826605,6,Shirt,UMAP
10.256813,8.652369,4,Coat,UMAP
11.223779,2.5730667,1,Trouser,UMAP
8.432089,9.417388,6,Shirt,UMAP
9.503826,5.9886503,6,Shirt,UMAP
7.164016,3.26712,1,Trouser,UMAP
9.725087,10.809837,6,Shirt,UMAP
2.0140705,7.5489955,7,Sneaker,UMAP
7.5598683,4.2195964,3,Dress,UMAP
8.024515,7.871236,2,Pullover,UMAP
2.0086076,11.279936,9,Ankle boot,UMAP
11.789044,1.3892921,1,Trouser,UMAP
4.0351167,10.8827305,5,Sandal,UMAP
5.5171967,5.4901643,8,Bag,UMAP
11.218916,2.566249,1,Trouser,UMAP
8.97574,4.791066,6,Shirt,UMAP
10.244087,8.976443,4,Coat,UMAP
4.196228,9.816392,5,Sandal,UMAP
11.025037,8.675207,3,Dress,UMAP
9.441275,9.506591,2,Pullover,UMAP
10.300907,10.042769,4,Coat,UMAP
5.278582,5.532308,8,Bag,UMAP
9.452874,6.0933723,0,T-shirt/top,UMAP
11.610263,1.7717329,1,Trouser,UMAP
7.7630835,2.9224744,3,Dress,UMAP
6.3237557,7.0831194,8,Bag,UMAP
9.1174755,5.546106,0,T-shirt/top,UMAP
9.85886,7.7596006,3,Dress,UMAP
8.612465,6.0724416,0,T-shirt/top,UMAP
11.635802,1.5566536,1,Trouser,UMAP
9.318903,11.877657,0,T-shirt/top,UMAP
8.993425,9.47959,2,Pullover,UMAP
7.943696,9.237905,6,Shirt,UMAP
2.5762734,9.196157,8,Bag,UMAP
6.2977886,7.332151,8,Bag,UMAP
2.16184,6.906525,5,Sandal,UMAP
7.765077,10.073957,4,Coat,UMAP
1.0762428,7.586563,7,Sneaker,UMAP
3.2653692,11.342085,9,Ankle boot,UMAP
2.2615051,8.4867325,8,Bag,UMAP
9.653319,11.22342,4,Coat,UMAP
1.9221306,10.470163,9,Ankle boot,UMAP
9.853374,8.995852,6,Shirt,UMAP
8.287459,3.6388702,3,Dress,UMAP
1.9348819,7.529714,7,Sneaker,UMAP
5.212893,7.591676,8,Bag,UMAP
5.3660493,7.3931193,8,Bag,UMAP
6.2396364,5.0957966,8,Bag,UMAP
3.4439378,9.547449,5,Sandal,UMAP
12.231138,1.9455767,1,Trouser,UMAP
12.096608,1.726916,1,Trouser,UMAP
7.5371256,3.4589517,0,T-shirt/top,UMAP
7.933428,4.8514743,3,Dress,UMAP
2.3748505,7.9392247,7,Sneaker,UMAP
8.641751,7.4718595,6,Shirt,UMAP
8.024988,3.4060156,3,Dress,UMAP
2.191772,10.881426,9,Ankle boot,UMAP
5.590132,4.630296,8,Bag,UMAP
9.10763,9.628617,4,Coat,UMAP
8.894314,9.424524,6,Shirt,UMAP
4.2614985,10.882444,5,Sandal,UMAP
9.321949,10.159385,2,Pullover,UMAP
5.220734,5.4274893,8,Bag,UMAP
0.97836816,7.015352,7,Sneaker,UMAP
8.925044,5.717257,3,Dress,UMAP
9.64023,11.689055,2,Pullover,UMAP
1.8142298,7.856765,7,Sneaker,UMAP
9.700785,4.6987686,0,T-shirt/top,UMAP
8.525985,11.389924,2,Pullover,UMAP
0.62786084,9.38326,7,Sneaker,UMAP
8.165256,10.80396,4,Coat,UMAP
8.307099,5.895855,0,T-shirt/top,UMAP
4.0120196,10.866345,5,Sandal,UMAP
5.8947587,5.053691,8,Bag,UMAP
12.291611,0.5702101,1,Trouser,UMAP
3.625439,8.869293,5,Sandal,UMAP
10.155385,4.8950505,0,T-shirt/top,UMAP
10.833172,7.8310657,3,Dress,UMAP
2.541773,9.251341,9,Ankle boot,UMAP
5.076878,5.263668,8,Bag,UMAP
9.408171,5.196812,0,T-shirt/top,UMAP
0.69630575,7.5768013,7,Sneaker,UMAP
7.835712,8.531992,6,Shirt,UMAP
8.85095,9.819065,3,Dress,UMAP
11.170113,0.81429905,1,Trouser,UMAP
10.493173,10.55444,2,Pullover,UMAP
10.611859,9.662398,4,Coat,UMAP
8.92941,4.666317,0,T-shirt/top,UMAP
5.481214,7.868479,8,Bag,UMAP
9.462997,5.1819277,0,T-shirt/top,UMAP
9.991542,5.0924616,0,T-shirt/top,UMAP
5.2849,7.3292694,8,Bag,UMAP
5.840541,5.630147,8,Bag,UMAP
3.2157514,11.236687,9,Ankle boot,UMAP
2.960018,10.952932,9,Ankle boot,UMAP
10.1573,8.089929,4,Coat,UMAP
10.005983,4.7304773,0,T-shirt/top,UMAP
12.47462,2.0799298,3,Dress,UMAP
5.1983943,4.6235147,8,Bag,UMAP
8.278634,5.813044,3,Dress,UMAP
0.9515974,6.824556,7,Sneaker,UMAP
10.307206,8.913687,4,Coat,UMAP
8.794854,9.984884,6,Shirt,UMAP
4.3593335,11.157427,5,Sandal,UMAP
8.347243,10.715067,4,Coat,UMAP
7.1545534,4.1980276,6,Shirt,UMAP
8.232716,10.773246,6,Shirt,UMAP
11.187763,1.6232096,1,Trouser,UMAP
1.5415747,10.657114,9,Ankle boot,UMAP
9.452447,9.654792,6,Shirt,UMAP
10.78161,8.239242,3,Dress,UMAP
8.530774,9.790598,2,Pullover,UMAP
10.918123,8.981164,3,Dress,UMAP
9.584545,7.9964705,4,Coat,UMAP
4.236463,11.478413,5,Sandal,UMAP
11.756931,2.2255359,1,Trouser,UMAP
8.082227,8.780513,2,Pullover,UMAP
5.2871304,5.201071,8,Bag,UMAP
11.74333,2.2546327,1,Trouser,UMAP
11.025983,8.960122,4,Coat,UMAP
1.8974786,10.113426,9,Ankle boot,UMAP
4.3528037,9.994847,5,Sandal,UMAP
9.1084175,10.112272,6,Shirt,UMAP
9.695781,11.184561,4,Coat,UMAP
10.109132,4.789519,0,T-shirt/top,UMAP
7.664378,3.4865596,3,Dress,UMAP
2.1643238,11.5922,9,Ankle boot,UMAP
11.800921,0.8876743,1,Trouser,UMAP
8.923904,4.5787644,0,T-shirt/top,UMAP
2.457028,10.1240425,9,Ankle boot,UMAP
