component_1,component_2,label,class_name,method
4.1162763,5.332869,0,T-shirt/top,UMAP
-0.59319013,0.7167442,6,Shirt,UMAP
9.773855,5.2789097,5,Sandal,UMAP
11.387722,4.969141,7,Sneaker,UMAP
10.762921,0.7496936,7,Sneaker,UMAP
4.231583,-1.877865,8,Bag,UMAP
10.132877,1.2187003,9,Ankle boot,UMAP
1.5838063,3.2114978,6,Shirt,UMAP
0.1410847,0.66024685,2,Pullover,UMAP
0.47615933,1.3520457,2,Pullover,UMAP
-2.0581386,4.495958,3,Dress,UMAP
-0.24807446,0.7306854,4,Coat,UMAP
10.875451,1.9039323,9,Ankle boot,UMAP
-1.5633928,7.420085,1,Trouser,UMAP
11.938369,5.4708557,7,Sneaker,UMAP
-0.5556114,1.7836078,2,Pullover,UMAP
3.7271638,6.5065155,0,T-shirt/top,UMAP
-0.8098749,1.2706702,4,Coat,UMAP
1.0379595,6.506336,3,Dress,UMAP
8.210606,1.5417165,9,Ankle boot,UMAP
3.7260554,5.102409,0,T-shirt/top,UMAP
10.22223,1.2601422,9,Ankle boot,UMAP
3.7636902,4.9959316,6,Shirt,UMAP
-1.6599963,3.419947,4,Coat,UMAP
10.46362,0.7923199,9,Ankle boot,UMAP
10.957198,2.7399974,7,Sneaker,UMAP
10.155172,1.1574379,9,Ankle boot,UMAP
1.3824316,4.408314,0,T-shirt/top,UMAP
4.0896287,4.2947965,6,Shirt,UMAP
-0.46008813,0.6005504,2,Pullover,UMAP
3.763758,6.396122,0,T-shirt/top,UMAP
12.139274,3.436821,7,Sneaker,UMAP
10.277255,0.7548252,7,Sneaker,UMAP
3.2667916,6.101368,0,T-shirt/top,UMAP
10.464224,4.3896184,5,Sandal,UMAP
-1.1967884,1.8573133,4,Coat,UMAP
-1.6614904,2.4538188,6,Shirt,UMAP
11.425968,4.2367487,7,Sneaker,UMAP
10.23437,4.8194633,5,Sandal,UMAP
12.815263,4.2992234,7,Sneaker,UMAP
12.023135,3.4365482,7,Sneaker,UMAP
1.2248214,7.846042,3,Dress,UMAP
0.66836745,3.130669,4,Coat,UMAP
1.2133008,7.5021267,3,Dress,UMAP
-2.7368133,8.093583,1,Trouser,UMAP
2.4569788,2.202024,2,Pullover,UMAP
9.894501,5.311279,5,Sandal,UMAP
4.955204,-1.8177704,8,Bag,UMAP
-1.1458352,2.349786,2,Pullover,UMAP
3.284696,6.633794,6,Shirt,UMAP
11.722568,5.3071346,7,Sneaker,UMAP
8.402752,1.9973897,9,Ankle boot,UMAP
11.7216215,5.279852,7,Sneaker,UMAP
3.8925815,2.5410762,8,Bag,UMAP
4.661889,-1.7451084,8,Bag,UMAP
3.7929728,6.4117484,6,Shirt,UMAP
-1.3039939,4.1606627,4,Coat,UMAP
-3.3704655,9.089787,1,Trouser,UMAP
0.41410834,3.3223076,6,Shirt,UMAP
2.9148448,5.691124,6,Shirt,UMAP
-1.3224839,7.597285,1,Trouser,UMAP
-1.164783,1.8627745,6,Shirt,UMAP
11.725554,4.6300893,7,Sneaker,UMAP
0.98617053,6.2760925,3,Dress,UMAP
2.5125225,1.8700613,2,Pullover,UMAP
8.965352,0.36442372,9,Ankle boot,UMAP
-2.8370156,7.812756,1,Trouser,UMAP
8.162616,2.2865827,5,Sandal,UMAP
4.974447,-1.0139029,8,Bag,UMAP
-3.3340049,9.102518,1,Trouser,UMAP
3.358074,5.4163046,6,Shirt,UMAP
-1.7840359,3.4539812,4,Coat,UMAP
10.733858,4.7270284,5,Sandal,UMAP
-2.0149412,4.993637,3,Dress,UMAP
-1.6666178,2.0742822,2,Pullover,UMAP
-0.9093012,2.9752932,4,Coat,UMAP
4.77208,-1.2898239,8,Bag,UMAP
2.7785594,6.152943,0,T-shirt/top,UMAP
-2.7903812,7.738676,1,Trouser,UMAP
0.99043745,7.7763267,3,Dress,UMAP
4.380909,0.89369303,8,Bag,UMAP
3.9540784,4.520909,0,T-shirt/top,UMAP
0.114130855,4.4420366,3,Dress,UMAP
2.728124,5.3542285,0,T-shirt/top,UMAP
