component_1,component_2,label,class_name,method
4.294758,6.226748,0,T-shirt/top,UMAP
4.90238,5.199354,6,Shirt,UMAP
5.974185,2.8342555,5,Sandal,UMAP
3.5452318,4.644538,7,Sneaker,UMAP
2.723997,6.4052787,7,Sneaker,UMAP
7.251407,4.6214495,8,Bag,UMAP
1.5060807,5.9367948,9,Ankle boot,UMAP
1.7203339,6.5493364,6,Shirt,UMAP
4.0658183,6.0646753,2,Pullover,UMAP
3.698329,1.7454808,2,Pullover,UMAP
4.275198,1.7368662,3,Dress,UMAP
3.9768324,4.001331,4,Coat,UMAP
5.7526407,2.6821399,9,Ankle boot,UMAP
6.2369437,2.7654295,1,Trouser,UMAP
3.4097674,2.0726633,7,Sneaker,UMAP
4.6654186,1.72938,2,Pullover,UMAP
5.985234,7.8479376,0,T-shirt/top,UMAP
3.7491932,6.749573,4,Coat,UMAP
4.401954,7.4569182,3,Dress,UMAP
6.128786,6.669733,9,Ankle boot,UMAP
3.9724128,6.2016816,0,T-shirt/top,UMAP
1.929164,5.1860933,9,Ankle boot,UMAP
5.400716,6.731527,6,Shirt,UMAP
6.0502133,4.7232275,4,Coat,UMAP
0.9762829,3.619092,9,Ankle boot,UMAP
4.564367,4.673474,7,Sneaker,UMAP
1.2298133,4.2499065,9,Ankle boot,UMAP
1.0785747,4.6177187,0,T-shirt/top,UMAP
5.9380007,7.5277023,6,Shirt,UMAP
3.9939473,3.7130978,2,Pullover,UMAP
5.2239017,8.025562,0,T-shirt/top,UMAP
4.8288107,3.7136052,7,Sneaker,UMAP
3.2665737,5.7429376,7,Sneaker,UMAP
2.4526947,3.9354186,0,T-shirt/top,UMAP
2.9139864,4.570471,5,Sandal,UMAP
2.698108,7.863569,4,Coat,UMAP
5.3053403,1.8329912,6,Shirt,UMAP
1.119511,5.0377254,7,Sneaker,UMAP
5.081525,2.8909574,5,Sandal,UMAP
5.562259,4.266537,7,Sneaker,UMAP
4.7066665,3.2260365,7,Sneaker,UMAP
0.53429765,3.5183878,3,Dress,UMAP
1.1457016,5.644473,4,Coat,UMAP
6.764104,4.7506676,3,Dress,UMAP
5.2320895,6.984602,1,Trouser,UMAP
2.769193,7.779382,2,Pullover,UMAP
5.9187193,3.0701323,5,Sandal,UMAP
3.9493582,7.939508,8,Bag,UMAP
4.1634674,2.3404841,2,Pullover,UMAP
7.322948,6.998591,6,Shirt,UMAP
2.4545178,3.2964807,7,Sneaker,UMAP
7.4968214,6.843097,9,Ankle boot,UMAP
3.1013482,2.9554746,7,Sneaker,UMAP
4.8599443,7.177708,8,Bag,UMAP
1.490626,7.4615026,8,Bag,UMAP
6.744908,6.8304505,6,Shirt,UMAP
5.8867,6.984625,4,Coat,UMAP
3.8838046,7.327087,1,Trouser,UMAP
1.8646599,4.6591477,6,Shirt,UMAP
7.0382695,7.660781,6,Shirt,UMAP
3.130461,4.950133,1,Trouser,UMAP
3.9989936,2.138364,6,Shirt,UMAP
2.4533434,2.8975284,7,Sneaker,UMAP
3.4183972,7.009319,3,Dress,UMAP
2.20313,6.8942285,2,Pullover,UMAP
3.3273685,6.39656,9,Ankle boot,UMAP
6.5105815,6.8016157,1,Trouser,UMAP
5.819236,8.18615,5,Sandal,UMAP
1.3128543,7.0683393,8,Bag,UMAP
3.5889325,7.666082,1,Trouser,UMAP
5.9669585,6.6759887,6,Shirt,UMAP
4.945876,6.3624372,4,Coat,UMAP
2.0594413,3.9746206,5,Sandal,UMAP
4.945136,1.9997529,3,Dress,UMAP
5.383134,1.7966974,2,Pullover,UMAP
1.7892435,4.709471,4,Coat,UMAP
0.6424577,5.4046164,8,Bag,UMAP
1.9358797,2.9665408,0,T-shirt/top,UMAP
5.555531,7.27089,1,Trouser,UMAP
6.7880177,3.8044333,3,Dress,UMAP
