component_1,component_2,label,class_name,method
9.1531,2.6314483,0,T-shirt/top,UMAP
9.686399,8.27737,6,Shirt,UMAP
-0.36269483,6.0934334,5,Sandal,UMAP
-0.81536806,7.8928375,7,Sneaker,UMAP
0.3343564,8.938125,7,Sneaker,UMAP
11.573868,6.6327667,8,Bag,UMAP
0.19082117,8.948262,9,Ankle boot,UMAP
7.8612037,6.3205967,6,Shirt,UMAP
9.654813,8.353128,2,Pullover,UMAP
9.576002,9.751837,2,Pullover,UMAP
9.651056,5.35674,3,Dress,UMAP
9.717239,9.154294,4,Coat,UMAP
-0.15608107,8.044094,9,Ankle boot,UMAP
11.5462475,1.348539,1,Trouser,UMAP
-0.9309255,7.6747236,7,Sneaker,UMAP
10.417345,8.767406,2,Pullover,UMAP
7.869394,2.7739692,0,T-shirt/top,UMAP
9.461024,7.6366777,4,Coat,UMAP
10.529282,3.0081768,3,Dress,UMAP
2.0885708,10.499247,9,Ankle boot,UMAP
9.381929,2.7789447,0,T-shirt/top,UMAP
0.8805827,8.431014,9,Ankle boot,UMAP
9.477114,2.6536775,6,Shirt,UMAP
10.505807,6.9758434,4,Coat,UMAP
0.11707931,8.757658,9,Ankle boot,UMAP
-0.5764309,8.673078,7,Sneaker,UMAP
0.80347955,8.641819,9,Ankle boot,UMAP
8.27821,7.550575,0,T-shirt/top,UMAP
8.26543,5.7558165,6,Shirt,UMAP
9.913121,8.490787,2,Pullover,UMAP
8.221156,1.9681277,0,T-shirt/top,UMAP
-1.573824,7.171882,7,Sneaker,UMAP
-0.13808617,9.161722,7,Sneaker,UMAP
8.371097,3.0138915,0,T-shirt/top,UMAP
0.26077622,7.4958377,5,Sandal,UMAP
9.007837,8.198086,4,Coat,UMAP
10.6406975,8.347012,6,Shirt,UMAP
-0.904536,7.2336674,7,Sneaker,UMAP
-0.52181023,6.7619553,5,Sandal,UMAP
-0.71499854,6.3500123,7,Sneaker,UMAP
-1.0977685,6.963774,7,Sneaker,UMAP
12.390567,3.23316,3,Dress,UMAP
8.244609,7.463519,4,Coat,UMAP
12.055633,3.870216,3,Dress,UMAP
12.242273,2.333818,1,Trouser,UMAP
7.8249073,7.6940312,2,Pullover,UMAP
-0.36030027,6.007719,5,Sandal,UMAP
11.342963,6.345555,8,Bag,UMAP
10.550184,8.516602,2,Pullover,UMAP
7.60214,2.8871074,6,Shirt,UMAP
-0.9976149,7.672661,7,Sneaker,UMAP
2.008065,9.362457,9,Ankle boot,UMAP
-1.0891753,7.7557015,7,Sneaker,UMAP
2.22287,7.37303,8,Bag,UMAP
6.241785,7.4147124,8,Bag,UMAP
8.085229,2.3157587,6,Shirt,UMAP
9.460465,6.155248,4,Coat,UMAP
10.889107,3.6717103,1,Trouser,UMAP
8.951404,7.3872337,6,Shirt,UMAP
7.763508,3.3961942,6,Shirt,UMAP
12.28231,3.7926192,1,Trouser,UMAP
10.036376,8.783134,6,Shirt,UMAP
-1.4682444,7.4121866,7,Sneaker,UMAP
10.147644,3.2475903,3,Dress,UMAP
7.554625,7.235386,2,Pullover,UMAP
1.2985823,10.034225,9,Ankle boot,UMAP
12.280088,2.2371943,1,Trouser,UMAP
2.3672354,9.415365,5,Sandal,UMAP
6.215684,7.3624024,8,Bag,UMAP
10.965595,3.5595317,1,Trouser,UMAP
9.795897,3.0859065,6,Shirt,UMAP
10.154978,6.167348,4,Coat,UMAP
1.0615178,8.302232,5,Sandal,UMAP
9.553483,4.512574,3,Dress,UMAP
10.578081,8.395868,2,Pullover,UMAP
10.008998,7.427005,4,Coat,UMAP
6.4751897,7.421281,8,Bag,UMAP
7.9672365,3.6116192,0,T-shirt/top,UMAP
12.138147,2.498427,1,Trouser,UMAP
12.575381,3.593346,3,Dress,UMAP
1.9956527,6.767799,8,Bag,UMAP
8.257385,2.5772872,0,T-shirt/top,UMAP
8.982525,5.8624177,3,Dress,UMAP
8.558134,3.5937397,0,T-shirt/top,UMAP
11.903365,2.5572047,1,Trouser,UMAP
10.633617,3.4853904,0,T-shirt/top,UMAP
9.346302,8.065374,2,Pullover,UMAP
8.782859,7.453544,6,Shirt,UMAP
0.053063653,7.736691,8,Bag,UMAP
2.2766142,6.605218,8,Bag,UMAP
-1.539834,5.381386,5,Sandal,UMAP
8.512696,8.625299,4,Coat,UMAP
-1.7224954,6.547544,7,Sneaker,UMAP
2.0219572,9.433767,9,Ankle boot,UMAP
-0.4942576,7.7444115,8,Bag,UMAP
9.612508,8.8128805,4,Coat,UMAP
0.6411029,8.930834,9,Ankle boot,UMAP
10.088384,7.3163095,6,Shirt,UMAP
10.80569,3.1903813,3,Dress,UMAP
-0.9850151,7.834744,7,Sneaker,UMAP
1.9186018,6.606702,8,Bag,UMAP
1.790333,6.52427,8,Bag,UMAP
10.856039,4.5003066,8,Bag,UMAP
0.5487486,8.845434,5,Sandal,UMAP
12.493644,2.7301502,1,Trouser,UMAP
12.248834,2.6615791,1,Trouser,UMAP
11.631651,3.857308,0,T-shirt/top,UMAP
11.604304,2.7778442,3,Dress,UMAP
-1.0274597,7.7108903,7,Sneaker,UMAP
7.8008046,6.1958847,6,Shirt,UMAP
11.5172205,3.6602712,3,Dress,UMAP
1.9736713,8.706273,9,Ankle boot,UMAP
11.414812,6.64847,8,Bag,UMAP
8.815016,8.901181,4,Coat,UMAP
9.0836,7.6698008,6,Shirt,UMAP
2.7583747,9.284752,5,Sandal,UMAP
9.758158,8.712822,2,Pullover,UMAP
6.3596888,7.4093094,8,Bag,UMAP
-1.071284,6.151168,7,Sneaker,UMAP
8.400291,3.634061,3,Dress,UMAP
10.075798,9.033087,2,Pullover,UMAP
-1.5410942,7.1405,7,Sneaker,UMAP
8.271491,1.919102,0,T-shirt/top,UMAP
9.262411,9.831986,2,Pullover,UMAP
-0.7050864,8.697908,7,Sneaker,UMAP
8.847895,9.155154,4,Coat,UMAP
8.977349,3.4995632,0,T-shirt/top,UMAP
2.5236027,9.456943,5,Sandal,UMAP
6.326441,7.2809806,8,Bag,UMAP
13.139214,1.2233806,1,Trouser,UMAP
-0.16109638,7.022555,5,Sandal,UMAP
8.110285,2.6263373,0,T-shirt/top,UMAP
9.427627,4.5310855,3,Dress,UMAP
-0.24220678,7.8312488,9,Ankle boot,UMAP
6.1018353,7.6220636,8,Bag,UMAP
8.351907,2.2269523,0,T-shirt/top,UMAP
-1.7933004,6.3538933,7,Sneaker,UMAP
8.129017,7.6778893,6,Shirt,UMAP
9.165947,8.134839,3,Dress,UMAP
11.780962,1.9894438,1,Trouser,UMAP
10.756506,8.189827,2,Pullover,UMAP
10.800734,7.2754292,4,Coat,UMAP
9.168834,2.3471322,0,T-shirt/top,UMAP
1.808325,7.1844244,8,Bag,UMAP
8.200578,2.525908,0,T-shirt/top,UMAP
7.982906,1.9825225,0,T-shirt/top,UMAP
1.4610174,6.6940994,8,Bag,UMAP
6.1127687,7.0780315,8,Bag,UMAP
1.9379013,9.408952,9,Ankle boot,UMAP
1.8682376,9.39857,9,Ankle boot,UMAP
9.025611,5.9230905,4,Coat,UMAP
8.05952,2.1352737,0,T-shirt/top,UMAP
12.612922,2.7349336,3,Dress,UMAP
11.336188,6.322591,8,Bag,UMAP
9.074377,3.2730591,3,Dress,UMAP
-1.4288733,6.1471124,7,Sneaker,UMAP
9.9281225,5.890928,4,Coat,UMAP
8.64166,8.089898,6,Shirt,UMAP
2.9933665,9.520437,5,Sandal,UMAP
8.867364,9.082899,4,Coat,UMAP
11.447999,4.265838,6,Shirt,UMAP
8.93568,9.139337,6,Shirt,UMAP
12.106276,1.7014185,1,Trouser,UMAP
0.84378076,9.435441,9,Ankle boot,UMAP
9.648812,8.131077,6,Shirt,UMAP
9.363488,5.571228,3,Dress,UMAP
8.383741,7.960583,2,Pullover,UMAP
9.72553,5.4370165,3,Dress,UMAP
8.994696,6.0612726,4,Coat,UMAP
3.028879,9.793441,5,Sandal,UMAP
12.216668,2.587079,1,Trouser,UMAP
8.494133,7.2644825,2,Pullover,UMAP
6.339584,7.390543,8,Bag,UMAP
12.074879,2.7606308,1,Trouser,UMAP
9.790629,5.3926306,4,Coat,UMAP
0.919934,8.499335,9,Ankle boot,UMAP
2.040849,8.631196,5,Sandal,UMAP
9.433383,7.5217743,6,Shirt,UMAP
9.721482,8.880306,4,Coat,UMAP
8.109143,2.5554912,0,T-shirt/top,UMAP
11.725666,3.7316775,3,Dress,UMAP
1.4732139,10.330974,9,Ankle boot,UMAP
12.691049,1.5161011,1,Trouser,UMAP
9.00693,2.2338681,0,T-shirt/top,UMAP
0.9381029,8.753626,9,Ankle boot,UMAP
9.431643,6.3002844,2,Pullover,UMAP
-1.548441,5.4716406,5,Sandal,UMAP
9.001057,7.3437543,6,Shirt,UMAP
1.6694111,8.471172,5,Sandal,UMAP
9.407269,6.834604,8,Bag,UMAP
7.861191,2.685281,0,T-shirt/top,UMAP
9.666536,9.488205,4,Coat,UMAP
9.775829,5.399951,3,Dress,UMAP
6.2339215,7.15329,8,Bag,UMAP
9.903917,4.799507,4,Coat,UMAP
8.378623,3.7743442,0,T-shirt/top,UMAP
10.658794,6.652922,8,Bag,UMAP
-0.6975987,6.576439,7,Sneaker,UMAP
8.573681,3.6116567,0,T-shirt/top,UMAP
10.812082,3.7971618,1,Trouser,UMAP
9.923677,4.354947,0,T-shirt/top,UMAP
10.360306,8.613049,4,Coat,UMAP
9.986756,7.862774,2,Pullover,UMAP
7.6330376,2.5309203,0,T-shirt/top,UMAP
0.25731075,7.255959,5,Sandal,UMAP
6.3137994,7.395238,8,Bag,UMAP
8.302709,7.186328,2,Pullover,UMAP
8.360121,2.536225,3,Dress,UMAP
8.62055,6.915579,3,Dress,UMAP
-0.4184834,5.831843,5,Sandal,UMAP
12.861956,1.3303298,1,Trouser,UMAP
-1.2641578,7.221229,7,Sneaker,UMAP
2.1252868,10.480503,9,Ankle boot,UMAP
12.427759,3.3182824,3,Dress,UMAP
8.1227045,2.9646714,0,T-shirt/top,UMAP
2.1049562,10.4457035,9,Ankle boot,UMAP
3.0306282,9.572979,5,Sandal,UMAP
7.769429,2.5975966,0,T-shirt/top,UMAP
10.673072,3.1180317,3,Dress,UMAP
0.78107893,8.818484,9,Ankle boot,UMAP
9.536921,7.9594016,4,Coat,UMAP
1.3449938,9.341912,9,Ankle boot,UMAP
7.5878386,3.3253663,0,T-shirt/top,UMAP
8.76761,7.1306024,6,Shirt,UMAP
8.214559,3.9483838,0,T-shirt/top,UMAP
10.8351555,3.7535686,3,Dress,UMAP
1.6544583,6.785864,8,Bag,UMAP
11.050831,2.6388865,0,T-shirt/top,UMAP
11.207783,2.4330757,0,T-shirt/top,UMAP
2.2597847,9.137448,5,Sandal,UMAP
8.043104,3.038383,3,Dress,UMAP
12.3454075,2.2821782,1,Trouser,UMAP
9.640357,6.2560315,6,Shirt,UMAP
8.0374,2.3986206,0,T-shirt/top,UMAP
9.714686,9.282301,2,Pullover,UMAP
9.659208,5.641893,3,Dress,UMAP
12.661008,1.4092258,1,Trouser,UMAP
