component_1,component_2,label,class_name,method
-0.8046621,1.447777,0,T-shirt/top,PCA
0.019788373,1.6202128,6,Shirt,PCA
-0.24843888,-1.441062,5,Sandal,PCA
1.2861078,-1.3933516,7,Sneaker,PCA
2.2751508,-0.43741623,7,Sneaker,PCA
-0.292176,1.0968692,8,Bag,PCA
1.7455505,-0.3938632,9,Ankle boot,PCA
0.23597465,0.41599166,6,Shirt,PCA
0.34054044,1.1043551,2,Pullover,PCA
0.3039673,0.08631815,2,Pullover,PCA
-1.1462328,0.27653864,3,Dress,PCA
0.82233393,0.048252083,4,Coat,PCA
1.4215883,-1.2639141,9,Ankle boot,PCA
-2.0280786,-1.7100978,1,Trouser,PCA
1.8400763,-1.8815222,7,Sneaker,PCA
-0.048458837,1.398011,2,Pullover,PCA
-0.6199266,0.97749823,0,T-shirt/top,PCA
0.5688841,1.2780235,4,Coat,PCA
-1.6422926,0.889653,3,Dress,PCA
0.0979947,1.1235275,9,Ankle boot,PCA
-0.32777804,0.9076256,0,T-shirt/top,PCA
1.6181755,-0.28789163,9,Ankle boot,PCA
-0.8896103,1.0358136,6,Shirt,PCA
-0.6306985,1.1041062,4,Coat,PCA
1.3795972,-0.72546023,9,Ankle boot,PCA
1.0358411,-1.4165237,7,Sneaker,PCA
1.5523508,-0.2887653,9,Ankle boot,PCA
0.15530664,-0.47156048,0,T-shirt/top,PCA
0.06968084,1.9691775,6,Shirt,PCA
0.40423912,0.73222005,2,Pullover,PCA
-0.9158031,0.9898327,0,T-shirt/top,PCA
0.9498018,-2.1314738,7,Sneaker,PCA
1.4263163,-0.25137365,7,Sneaker,PCA
-0.42592812,0.41286764,0,T-shirt/top,PCA
0.60627353,-0.7723862,5,Sandal,PCA
1.5038486,1.4064116,4,Coat,PCA
-0.18255608,0.99021846,6,Shirt,PCA
0.7842076,-1.3173487,7,Sneaker,PCA
0.022329094,-1.3278852,5,Sandal,PCA
-0.19522955,-1.6078932,7,Sneaker,PCA
0.8131839,-1.6481743,7,Sneaker,PCA
-1.0571861,-0.7943583,3,Dress,PCA
0.29861057,0.20522949,4,Coat,PCA
-1.8742129,-0.07279901,3,Dress,PCA
-1.9636465,-0.7696905,1,Trouser,PCA
1.273564,1.4783754,2,Pullover,PCA
-0.34882814,-1.2168701,5,Sandal,PCA
-0.056539856,0.80668604,8,Bag,PCA
0.3415846,0.47777045,2,Pullover,PCA
-1.045525,0.37837747,6,Shirt,PCA
1.265978,-1.3471591,7,Sneaker,PCA
0.66965526,0.2806122,9,Ankle boot,PCA
1.5385617,-1.7402229,7,Sneaker,PCA
1.1765114,0.91225356,8,Bag,PCA
0.5462294,0.9537713,8,Bag,PCA
-0.97517717,0.8348043,6,Shirt,PCA
-0.37490997,0.5490118,4,Coat,PCA
-1.1652266,0.11796123,1,Trouser,PCA
0.09671778,0.036035202,6,Shirt,PCA
-0.6899032,0.09580539,6,Shirt,PCA
-1.2326254,-0.5003639,1,Trouser,PCA
0.9346402,1.3183694,6,Shirt,PCA
0.7774271,-2.1136215,7,Sneaker,PCA
-0.8696631,0.75094014,3,Dress,PCA
0.807465,1.3368833,2,Pullover,PCA
1.5508107,1.6999714,9,Ankle boot,PCA
-1.9280256,-0.80179596,1,Trouser,PCA
0.2634424,-0.0215488,5,Sandal,PCA
0.6693441,0.38333225,8,Bag,PCA
-1.4692628,0.41406822,1,Trouser,PCA
-0.7969675,0.3601684,6,Shirt,PCA
