component_1,component_2,label,class_name,method
0.48731342,-1.4157293,0,T-shirt/top,PCA
-0.4946758,-0.7052992,6,Shirt,PCA
0.28809178,1.2863289,5,Sandal,PCA
-1.174148,0.54386455,7,Sneaker,PCA
-2.144722,-1.4796346,7,Sneaker,PCA
1.5047468,-0.49174622,8,Bag,PCA
-0.8821854,0.5079931,9,Ankle boot,PCA
-0.34042108,-0.6889559,6,Shirt,PCA
0.00046040118,-0.5861378,2,Pullover,PCA
-1.4226649,1.0580107,2,Pullover,PCA
-1.1683725,0.19227132,3,Dress,PCA
-0.8215929,0.52132064,4,Coat,PCA
-0.5239188,2.4650497,9,Ankle boot,PCA
1.0082119,2.2955246,1,Trouser,PCA
-1.3922065,-0.46145472,7,Sneaker,PCA
0.21602546,-0.94510055,2,Pullover,PCA
-0.5347124,-0.08840384,0,T-shirt/top,PCA
-0.5540335,-0.99162954,4,Coat,PCA
-0.049097385,-1.2866554,3,Dress,PCA
2.132546,-0.2789612,9,Ankle boot,PCA
-0.33037642,-0.7816797,0,T-shirt/top,PCA
-0.44703066,0.56915337,9,Ankle boot,PCA
1.3421339,-0.8461417,6,Shirt,PCA
1.0194104,-0.7792055,4,Coat,PCA
-0.9313796,1.9393353,9,Ankle boot,PCA
-0.2740265,-0.9245644,7,Sneaker,PCA
-0.75920314,0.8120088,9,Ankle boot,PCA
-1.2555776,1.0990951,0,T-shirt/top,PCA
-0.82703644,-1.6699185,6,Shirt,PCA
0.22179917,-0.011098504,2,Pullover,PCA
0.7268971,-0.4218349,0,T-shirt/top,PCA
-0.3774285,0.6153518,7,Sneaker,PCA
-1.4118799,-1.3173177,7,Sneaker,PCA
-0.3611945,0.45096403,0,T-shirt/top,PCA
-0.8360616,0.43292695,5,Sandal,PCA
-1.8188114,-1.1091489,4,Coat,PCA
0.029389327,-0.5191854,6,Shirt,PCA
-0.4771284,0.44263774,7,Sneaker,PCA
0.38087663,0.52862185,5,Sandal,PCA
1.5460026,-0.3067309,7,Sneaker,PCA
-0.122688666,-0.017901784,7,Sneaker,PCA
0.65369403,2.2963643,3,Dress,PCA
-0.2508371,-0.07115469,4,Coat,PCA
1.5576545,0.13730113,3,Dress,PCA
0.53109574,-0.36931947,1,Trouser,PCA
-1.4110924,-1.3256751,2,Pullover,PCA
0.7048009,0.73497725,5,Sandal,PCA
1.7894604,-0.76246893,8,Bag,PCA
0.08894929,0.31532085,2,Pullover,PCA
1.3452243,0.5403967,6,Shirt,PCA
-1.1919587,0.4068523,7,Sneaker,PCA
0.8611289,0.5849663,9,Ankle boot,PCA
-1.479693,0.87558866,7,Sneaker,PCA
-0.025562026,-0.82922804,8,Bag,PCA
1.0756385,-1.0071493,8,Bag,PCA
1.5466366,-0.5281423,6,Shirt,PCA
0.50154227,-0.13087095,4,Coat,PCA
-1.268135,-1.6949602,1,Trouser,PCA
-0.2838665,0.6919074,6,Shirt,PCA
1.1394868,0.95769876,6,Shirt,PCA
-0.22768945,0.2575965,1,Trouser,PCA
-1.3852993,-0.5543163,6,Shirt,PCA
-0.5079384,1.4467821,7,Sneaker,PCA
