component_1,component_2,label,class_name,method
2.0636742,-1.1259544,0,T-shirt/top,PCA
0.6726589,1.2753319,6,Shirt,PCA
-1.696592,-0.5357306,5,Sandal,PCA
-1.4750568,-0.32166144,7,Sneaker,PCA
-0.099356085,0.86447203,7,Sneaker,PCA
-0.08637749,-0.38963136,8,Bag,PCA
0.83090174,1.0473282,9,Ankle boot,PCA
1.5972254,0.11968784,6,Shirt,PCA
0.7406781,1.1465887,2,Pullover,PCA
-0.33792567,1.8627307,2,Pullover,PCA
-1.0511489,0.16858958,3,Dress,PCA
-1.0826219,2.0232093,4,Coat,PCA
-0.78870374,0.45890427,9,Ankle boot,PCA
-1.6717027,-2.0228515,1,Trouser,PCA
-2.4839451,0.8197249,7,Sneaker,PCA
0.15105821,1.0843282,2,Pullover,PCA
1.4057299,-0.16667144,0,T-shirt/top,PCA
0.2637763,1.4809269,4,Coat,PCA
0.532027,-1.2844396,3,Dress,PCA
2.2249703,-0.22857228,9,Ankle boot,PCA
1.2715349,-0.34527105,0,T-shirt/top,PCA
-0.3356191,1.4306909,9,Ankle boot,PCA
0.68466383,-0.4256743,6,Shirt,PCA
-0.1988672,0.34269598,4,Coat,PCA
-0.071586885,0.43627858,9,Ankle boot,PCA
-0.6931181,0.6825994,7,Sneaker,PCA
0.33835268,1.0893698,9,Ankle boot,PCA
0.23408805,-0.49511096,0,T-shirt/top,PCA
1.6643513,1.3023008,6,Shirt,PCA
-0.14510006,1.4828764,2,Pullover,PCA
2.0323963,-1.005218,0,T-shirt/top,PCA
-1.6275551,0.07703968,7,Sneaker,PCA
0.5858854,0.29907063,7,Sneaker,PCA
1.4013926,-0.30413064,0,T-shirt/top,PCA
-0.038054295,-0.1266636,5,Sandal,PCA
-0.54360676,2.3626726,4,Coat,PCA
-0.70245826,0.68718743,6,Shirt,PCA
-0.6541814,-0.3428587,7,Sneaker,PCA
-1.5256088,0.34281448,5,Sandal,PCA
-0.73939466,-0.88541543,7,Sneaker,PCA
-1.4376056,0.35054338,7,Sneaker,PCA
-0.55660987,-1.8602169,3,Dress,PCA
0.18351772,0.4349861,4,Coat,PCA
-0.046280004,-2.3000429,3,Dress,PCA
0.1336192,-1.4791723,1,Trouser,PCA
0.6269011,1.9140574,2,Pullover,PCA
-1.0947071,-0.402429,5,Sandal,PCA
-0.4180398,-0.901064,8,Bag,PCA
-1.1006131,1.1541275,2,Pullover,PCA
0.6023812,-0.67829156,6,Shirt,PCA
-1.9052334,0.049113847,7,Sneaker,PCA
1.2551287,-0.11702031,9,Ankle boot,PCA
-1.8657124,-0.214182,7,Sneaker,PCA
0.5661807,1.3133327,8,Bag,PCA
0.5338493,-0.36481753,8,Bag,PCA
1.4227515,-0.8093391,6,Shirt,PCA
0.16493371,0.46002334,4,Coat,PCA
0.9989335,0.2087499,1,Trouser,PCA
-0.15734193,0.11937589,6,Shirt,PCA
-0.16328457,-0.87873685,6,Shirt,PCA
-0.9027408,-1.2907724,1,Trouser,PCA
-0.2096601,1.707675,6,Shirt,PCA
-1.9397104,-0.32621422,7,Sneaker,PCA
1.167052,-1.1498758,3,Dress,PCA
1.4518039,0.77849,2,Pullover,PCA
2.3456318,1.1364888,9,Ankle boot,PCA
-0.49123675,-1.6116055,1,Trouser,PCA
0.41789597,-0.60185236,5,Sandal,PCA
-0.0049600154,0.072613336,8,Bag,PCA
0.31409347,-0.088846914,1,Trouser,PCA
1.3331075,-0.7878985,6,Shirt,PCA
-0.3665474,0.11547734,4,Coat,PCA
-1.5790601,0.23717731,5,Sandal,PCA
-1.1272324,-0.45799387,3,Dress,PCA
-1.4792132,1.6107444,2,Pullover,PCA
-0.83479285,0.81533056,4,Coat,PCA
0.27786893,-0.35541672,8,Bag,PCA
0.84765613,-0.47511953,0,T-shirt/top,PCA
-0.047904707,-1.2454801,1,Trouser,PCA
-1.1995803,-2.6312053,3,Dress,PCA
0.040466867,1.7930682,8,Bag,PCA
2.214319,-0.111164294,0,T-shirt/top,PCA
